Numer;Powierzchnia;Rodzaj;Ulga
554/32;1054,80;B;A
554/33;1361,71;R;B
554/34;590,73;B;C
554/35;730,20;B;A
554/36;547,87;B;B
554/37;823,32;S;D
554/38;1028,06;B;B
554/39;798,72;X;B
554/40;1400,43;R;B
554/41;812,64;B;A
554/42;1125,01;S;A
554/43;936,21;B;B
554/44;776,12;R;C
554/45;513,80;R;D
554/46;1271,08;B;B
554/47;1494,62;X;D
554/48;833,76;S;C
554/49;609,54;B;B
554/50;532,98;R;C
554/51;595,11;B;C
554/52;817,50;R;D
554/53;926,68;B;B
554/54;1132,23;X;A
554/55;808,67;X;B
554/56;1168,32;X;C
554/57;1295,28;R;A
554/58;1204,10;R;D
554/59;711,77;R;A
554/60;1483,72;B;D
554/61;807,99;X;C
554/62;526,42;X;A
554/63;1164,70;X;C
554/64;769,51;R;B
554/65;563,28;S;B
554/66;1222,58;S;C
554/67;1198,39;X;C
554/68;627,98;R;C
554/69;555,66;X;A
554/70;1334,71;X;A
554/71;1361,47;B;D
554/72;1165,88;B;A
554/73;1274,91;R;A
554/74;1053,99;R;B
554/75;1487,35;S;C
554/76;1457,19;B;A
554/77;1241,78;B;C
554/78;726,32;R;B
554/79;1433,62;R;B
554/80;746,96;B;C
554/81;1126,01;X;A
554/82;776,02;S;D
554/83;501,73;B;C
554/84;719,86;R;B
554/85;993,26;R;C
554/86;1066,86;S;D
554/87;872,30;X;B
554/88;1102,22;R;C
554/89;1158,19;R;B
554/90;808,06;B;A
554/91;1195,77;X;A
554/92;856,38;B;B
554/93;762,10;X;C
554/94;842,53;B;A
554/95;652,03;R;C
554/96;803,96;S;B
554/97;882,99;S;D
554/98;1076,31;B;C
554/99;687,54;R;B
555/10;555,94;S;B
555/11;1094,93;S;D
555/12;1496,76;R;C
555/13;892,64;R;A
555/14;789,05;B;D
555/15;1497,69;X;D
555/16;1061,03;B;D
555/17;610,30;X;B
555/18;990,34;L;D
555/19;1298,99;B;B
555/20;567,33;B;B
555/21;913,08;X;B
555/22;605,40;L;B
555/23;824,83;B;C
555/24;819,91;B;C
555/25;516,07;R;C
555/26;1488,49;B;B
555/27;670,58;B;D
555/28;1003,43;S;C
555/29;905,08;B;D
555/30;960,94;L;B
555/31;600,53;B;B
555/32;1058,35;X;D
555/33;1254,57;S;C
555/34;1387,41;L;D
555/35;1012,02;L;C
555/36;1258,88;S;C
555/37;650,16;X;D
555/38;1460,73;B;A
555/39;997,09;S;B
555/40;590,81;B;D
555/41;573,70;B;C
555/42;1491,83;S;C
555/43;1450,13;B;D
555/44;905,84;B;B
555/45;513,39;L;C
555/46;1225,72;L;B
555/47;1045,43;L;B
555/48;1341,53;R;D
555/49;1414,35;R;D
555/50;561,42;B;C
555/51;909,21;B;C
555/52;595,90;X;C
555/53;565,17;X;B
555/54;774,46;L;D
555/55;1183,60;B;A
555/56;1383,56;B;B
555/57;1194,90;X;C
555/58;1351,29;S;D
555/59;1255,39;X;B
555/60;1357,69;S;C
555/61;1096,51;L;A
555/62;1004,92;B;C
555/63;1485,56;L;C
555/64;888,91;S;A
555/65;1221,93;B;C
555/66;739,13;S;B
555/67;1158,81;L;B
555/68;881,01;S;B
555/69;619,01;S;A
555/70;509,29;L;C
555/71;925,97;X;D
555/72;1120,38;R;B
555/73;1452,22;S;C
555/74;1426,55;S;D
555/75;1349,77;S;B
555/76;1346,17;L;C
555/77;950,08;R;D
555/78;937,54;R;A
555/79;807,91;R;C
555/80;670,87;S;A
555/81;800,82;L;B
555/82;1099,72;L;D
555/83;529,53;X;C
555/84;737,60;S;C
555/85;1176,52;S;C
555/86;811,77;R;C
555/87;624,92;R;D
555/88;519,43;B;B
555/89;523,94;S;C
555/90;824,91;R;C
555/91;697,93;B;D
555/92;568,79;B;B
555/93;1301,67;B;B
555/94;955,55;X;D
555/95;628,25;X;C
555/96;1302,35;R;B
555/97;555,38;S;D
555/98;558,42;X;B
555/99;1413,46;S;A
556/10;849,33;R;B
556/11;505,64;S;A
556/12;1113,94;S;C
556/13;1221,06;R;A
556/14;1252,85;R;B
556/15;1488,02;B;A
556/16;1073,35;B;A
556/17;627,16;S;C
556/18;592,98;X;C
556/19;880,10;B;C
556/20;682,72;B;C
556/21;1163,52;B;D
556/22;1125,17;X;A
556/23;517,23;S;B
556/24;882,35;X;B
556/25;780,86;S;A
556/26;1084,55;X;C
556/27;560,48;R;B
556/28;661,04;B;C
556/29;1261,72;X;B
556/30;515,63;B;C
556/31;1181,31;R;B
556/32;838,80;B;A
556/33;1033,22;R;B
556/34;1455,34;X;C
556/35;1140,63;R;C
556/36;1370,44;R;A
556/37;1318,58;S;B
556/38;1013,04;S;B
556/39;1322,95;S;B
556/40;877,39;R;D
556/41;1009,73;X;C
556/42;801,73;B;B
556/43;1012,12;S;C
556/44;1269,22;R;A
556/45;1188,93;X;B
556/46;701,40;B;A
556/47;632,13;S;B
556/48;1368,33;R;A
556/49;623,41;S;D
556/50;672,75;R;C
556/51;1304,17;X;B
556/52;506,05;B;C
556/53;1111,43;R;B
556/54;594,15;X;A
556/55;1348,15;X;B
556/56;1407,29;B;A
556/57;1180,17;R;C
556/58;655,83;B;C
556/59;1068,95;X;A
556/60;1348,09;R;A
556/61;810,19;S;C
556/62;1052,69;R;C
556/63;667,03;B;B
556/64;1146,08;S;B
556/65;880,95;X;B
556/66;1058,39;L;B
556/67;707,33;B;B
556/68;945,24;R;C
556/69;1404,88;L;B
556/70;539,37;S;D
556/71;1330,44;L;B
556/72;1478,21;S;A
556/73;755,87;X;C
556/74;607,47;X;B
556/75;1130,54;S;C
556/76;1290,50;B;C
556/77;1255,79;L;A
556/78;1291,19;R;A
556/79;1014,80;B;C
556/80;555,49;S;C
556/81;724,32;B;B
556/82;755,32;X;B
556/83;1170,77;X;D
556/84;1380,32;R;C
556/85;1371,56;L;B
556/86;1329,64;L;D
556/87;606,26;S;D
556/88;1336,76;B;C
556/89;573,29;S;A
556/90;533,61;X;A
556/91;761,54;R;C
556/92;1275,03;L;B
556/93;1280,36;B;A
556/94;604,90;B;C
556/95;982,38;B;B
556/96;1172,88;L;D
556/97;1039,44;X;C
556/98;552,75;S;B
556/99;730,64;R;B
557/10;868,60;S;A
557/11;739,16;S;C
557/12;537,85;S;B
557/13;1426,63;L;C
557/14;1131,46;S;B
557/15;1319,62;L;D
557/16;1228,41;X;B
557/17;1400,68;X;D
557/18;1274,91;R;C
557/19;1125,09;L;B
557/20;760,38;B;C
557/21;887,85;X;C
557/22;739,88;B;D
557/23;560,15;X;C
557/24;1414,25;B;B
557/25;518,03;B;D
557/26;801,17;S;A
557/27;517,35;L;C
557/28;1068,24;X;A
557/29;1378,93;B;C
557/30;642,75;S;B
557/31;613,79;L;C
557/32;1270,92;X;C
557/33;907,00;L;A
557/34;835,71;R;C
557/35;686,30;X;D
557/36;1331,56;R;C
557/37;1442,65;S;D
557/38;524,56;R;C
557/39;868,33;B;B
557/40;1127,33;R;B
557/41;694,52;S;B
557/42;1124,09;B;C
557/43;888,00;B;B
557/44;1283,87;R;D
557/45;1114,42;B;D
557/46;972,38;S;C
557/47;985,73;B;C
557/48;1060,97;R;D
557/49;991,14;X;A
557/50;1227,38;R;C
557/51;1301,99;B;B
557/52;1076,30;X;D
557/53;597,52;R;A
557/54;1495,59;R;B
557/55;1366,31;B;B
557/56;782,51;B;C
557/57;1203,03;B;C
557/58;1132,99;B;C
557/59;1260,58;S;C
557/60;1331,90;R;B
557/61;779,45;B;C
557/62;1170,38;X;B
557/63;523,69;B;C
557/64;1340,89;B;B
557/65;1122,75;B;C
557/66;717,68;S;B
557/67;590,80;R;A
557/68;1417,84;R;C
557/69;852,00;X;C
557/70;735,31;R;A
557/71;711,47;X;B
557/72;577,47;B;B
557/73;544,79;B;C
557/74;610,68;S;B
557/75;715,35;B;C
557/76;711,13;R;B
557/77;1188,07;S;D
557/78;1255,72;S;D
557/79;595,37;B;A
557/80;1291,51;B;C
557/81;1120,40;B;B
557/82;708,14;X;B
557/83;806,49;X;A
557/84;724,75;S;A
557/85;977,99;B;C
557/86;1096,53;B;A
557/87;1248,36;X;C
557/88;1378,06;R;C
557/89;1136,70;B;B
557/90;775,60;S;A
557/91;1396,70;B;C
557/92;1196,60;X;B
557/93;993,29;X;C
557/94;1327,58;B;C
557/95;1334,30;X;D
557/96;1342,32;S;B
557/97;1112,79;S;B
557/98;951,24;S;D
557/99;1367,34;B;B
558/10;812,39;R;A
558/11;701,00;S;B
558/12;777,90;X;A
558/13;986,06;B;D
558/14;1292,01;L;A
558/15;1042,52;B;B
558/16;848,63;L;B
558/17;561,47;S;C
558/18;1375,15;L;C
558/19;594,47;X;A
558/20;528,02;B;B
558/21;857,90;B;C
558/22;618,22;S;C
558/23;714,47;B;A
558/24;1045,05;B;A
558/25;623,85;R;D
558/26;1027,84;B;D
558/27;635,19;B;C
558/28;1379,45;L;C
558/29;741,52;B;B
558/30;633,53;X;B
558/31;1143,38;X;B
558/32;1388,02;X;B
558/33;943,23;R;B
558/34;636,65;B;C
558/35;784,45;R;D
558/36;1290,81;L;B
558/37;1266,04;B;A
558/38;962,72;R;C
558/39;1118,31;S;A
558/40;1123,63;X;D
558/41;1422,25;L;B
558/42;1168,20;S;B
558/43;1147,82;B;B
558/44;976,36;B;B
558/45;1018,92;X;C
558/46;1007,75;X;B
558/47;1279,41;B;B
558/48;1325,24;X;B
558/49;1372,12;B;C
558/50;844,68;L;B
558/51;825,45;S;B
558/52;1002,98;S;C
558/53;1478,43;B;A
558/54;862,88;B;C
558/55;582,79;B;A
558/56;798,67;L;C
558/57;980,13;R;B
558/58;1067,28;L;C
558/59;980,64;B;B
558/60;1086,72;S;D
558/61;844,78;S;A
558/62;798,28;S;B
558/63;1123,50;S;B
558/64;1080,54;B;C
558/65;1173,46;S;C
558/66;740,03;X;A
558/67;1061,28;X;B
558/68;1081,13;B;C
558/69;948,84;X;A
558/70;721,93;B;B
558/71;1289,20;X;C
558/72;1458,66;L;C
558/73;754,05;X;D
558/74;715,20;L;D
558/75;1144,74;L;C
558/76;713,69;B;C
558/77;1335,17;B;B
558/78;939,95;B;C
558/79;1428,09;B;B
558/80;1467,44;R;B
558/81;904,48;L;B
558/82;1093,64;B;D
558/83;829,06;B;B
558/84;1450,61;B;C
558/85;645,50;B;B
558/86;681,53;X;D
558/87;1474,91;L;C
558/88;1346,34;S;C
558/89;659,78;B;C
558/90;940,27;L;B
558/91;595,66;B;C
558/92;1188,67;X;A
558/93;1108,49;R;B
558/94;685,99;R;B
558/95;1338,51;R;D
558/96;678,30;B;C
558/97;796,36;R;A
558/98;1223,00;S;B
558/99;1304,28;B;C
559/10;528,61;B;C
559/11;711,86;X;B
559/12;1399,16;X;C
559/13;1343,71;R;C
559/14;793,91;B;C
559/15;1173,10;B;A
559/16;1211,73;S;B
559/17;613,96;B;C
559/18;934,46;X;C
559/19;561,92;S;B
559/20;779,87;R;A
559/21;1288,65;S;B
559/22;1005,81;R;C
559/23;1308,77;B;B
559/24;674,80;B;A
559/25;1395,43;S;B
559/26;717,78;B;A
559/27;566,31;R;B
559/28;921,65;S;A
559/29;762,22;X;A
559/30;1014,02;B;A
559/31;878,60;B;C
559/32;900,35;S;B
559/33;569,80;X;C
559/34;1249,43;B;C
559/35;845,39;R;B
559/36;750,27;B;C
559/37;640,77;R;D
559/38;1182,18;S;B
559/39;1440,18;S;C
559/40;1199,98;X;B
559/41;1173,98;X;D
559/42;850,01;R;D
559/43;1114,17;R;B
559/44;1498,07;X;C
559/45;784,02;R;C
559/46;1034,09;L;D
559/47;1032,75;L;C
559/48;895,54;B;A
559/49;1335,56;S;B
559/50;776,94;X;B
559/51;509,51;S;B
559/52;1115,43;B;D
559/53;849,05;X;C
559/54;718,44;S;B
559/55;1002,86;L;C
559/56;1302,89;B;C
559/57;938,76;R;B
559/58;796,66;S;B
559/59;1214,27;R;C
559/60;522,16;B;B
559/61;1310,24;B;A
559/62;1087,08;R;B
559/63;1405,79;R;B
559/64;1491,50;R;C
559/65;1260,87;X;B
559/66;1177,29;S;B
559/67;1406,45;S;B
559/68;975,32;L;D
559/69;826,04;S;D
559/70;724,32;X;D
559/71;756,05;B;C
559/72;1359,02;B;C
559/73;1176,09;S;A
559/74;581,04;L;B
559/75;579,22;B;B
559/76;737,27;L;C
559/77;900,96;X;C
559/78;538,25;X;C
559/79;1336,43;S;C
559/80;1337,47;B;A
559/81;518,20;R;D
559/82;1444,79;R;C
559/83;512,41;X;A
559/84;589,38;X;C
559/85;1477,21;S;B
559/86;911,47;X;B
559/87;741,02;X;B
559/88;783,51;L;D
559/89;1035,55;L;C
559/90;1337,95;R;C
559/91;1177,20;B;D
559/92;1497,17;S;C
559/93;931,11;L;C
559/94;662,52;X;C
559/95;854,32;B;C
559/96;1482,10;R;B
559/97;912,32;L;A
559/98;1104,10;X;A
559/99;616,18;X;C
560/10;683,06;B;C
560/11;526,77;L;D
560/12;611,92;X;B
560/13;864,55;R;B
560/14;1000,78;S;C
560/15;842,72;S;C
560/16;538,53;X;B
560/17;1072,42;X;C
560/18;1463,00;X;D
560/19;1301,20;S;B
560/20;1259,85;B;D
560/21;1181,99;B;B
560/22;531,31;L;C
560/23;1192,01;B;D
560/24;916,73;L;A
560/25;1392,89;X;B
560/26;827,30;R;D
560/27;1089,41;L;A
560/28;1297,74;B;C
560/29;1346,15;X;A
560/30;724,76;X;B
560/31;1062,74;R;B
560/32;1401,36;S;B
560/33;959,09;X;B
560/34;1466,72;B;A
560/35;859,71;B;C
560/36;1450,39;B;C
560/37;528,59;B;B
560/38;534,29;B;A
560/39;1440,70;B;B
560/40;1354,18;B;C
560/41;569,37;B;A
560/42;1031,65;B;B
560/43;1022,17;R;B
560/44;912,66;B;C
560/45;1407,30;R;B
560/46;1325,24;X;C
560/47;1344,58;S;C
560/48;1359,79;R;C
560/49;678,25;R;D
560/50;1306,20;X;D
560/51;1439,74;R;A
560/52;939,58;X;B
560/53;797,84;X;B
560/54;783,30;X;B
560/55;976,42;X;D
560/56;593,32;R;B
560/57;1189,94;R;C
560/58;576,12;B;C
560/59;1293,93;R;A
560/60;943,05;B;A
560/61;902,49;S;C
560/62;518,95;R;D
560/63;811,85;S;C
560/64;1371,05;B;A
560/65;1257,03;B;C
560/66;1459,92;B;C
560/67;1079,56;X;B
560/68;538,49;L;D
560/69;701,74;R;B
560/70;993,94;L;C
560/71;670,52;S;C
560/72;1359,79;B;B
560/73;756,65;L;B
560/74;1302,06;L;C
560/75;739,06;B;C
560/76;546,67;B;A
560/77;1056,84;B;C
560/78;1394,58;S;B
560/79;1373,86;S;D
560/80;916,78;B;B
560/81;941,80;S;C
560/82;593,73;B;B
560/83;1274,50;X;C
560/84;1109,55;L;D
560/85;1145,32;S;D
560/86;1436,61;X;A
560/87;1157,32;L;B
560/88;1297,34;L;C
560/89;1379,94;L;B
560/90;601,40;B;A
560/91;601,41;L;B
560/92;623,07;L;B
560/93;1418,99;B;C
560/94;1155,29;L;B
560/95;1269,73;B;A
560/96;1266,36;S;D
560/97;1175,09;B;B
560/98;747,62;S;C
560/99;626,46;X;C
561/10;684,75;S;B
561/11;1160,76;B;B
561/12;1040,57;S;A
561/13;656,27;B;A
561/14;1487,69;S;A
561/15;837,55;S;B
561/16;784,52;B;C
561/17;1027,48;L;A
561/18;1123,74;R;D
561/19;1428,89;B;C
561/20;1302,44;B;C
561/21;1477,19;L;C
561/22;730,33;B;C
561/23;767,16;L;A
561/24;536,19;L;C
561/25;1121,97;B;A
561/26;1074,04;B;C
561/27;1384,12;R;B
561/28;605,52;X;C
561/29;1061,18;S;A
561/30;1093,12;X;A
561/31;753,32;X;C
561/32;580,38;R;D
561/33;1116,61;R;A
561/34;1404,33;S;D
561/35;1156,49;R;B
561/36;1094,13;S;B
561/37;686,99;B;C
561/38;1127,30;X;D
561/39;1408,31;R;C
561/40;1210,48;X;C
561/41;1349,72;B;A
561/42;804,81;X;A
561/43;1223,53;X;C
561/44;1475,32;S;D
561/45;1281,30;B;C
561/46;856,93;R;A
561/47;1165,84;R;C
561/48;932,47;S;C
561/49;1027,51;R;C
561/50;1395,61;S;C
561/51;530,35;X;B
561/52;754,10;B;D
561/53;1273,06;X;A
561/54;943,10;S;B
561/55;1422,57;R;B
561/56;1241,43;R;B
561/57;1280,07;R;A
561/58;732,86;S;C
561/59;635,33;B;B
561/60;775,36;R;B
561/61;1019,36;R;D
561/62;1347,75;X;B
561/63;1470,55;B;A
561/64;525,56;L;A
561/65;707,02;B;B
561/66;863,26;B;C
561/67;1248,42;B;B
561/68;920,92;R;B
561/69;531,26;S;C
561/70;691,53;X;B
561/71;711,11;B;C
561/72;1008,31;L;B
561/73;853,02;X;A
561/74;767,79;S;C
561/75;723,54;X;C
561/76;1091,11;S;C
561/77;974,12;L;B
561/78;1083,80;X;A
561/79;1167,95;R;C
561/80;599,89;L;A
561/81;755,87;B;C
561/82;574,60;B;D
561/83;1366,01;L;D
561/84;814,17;S;B
561/85;1217,95;X;B
561/86;726,70;B;D
561/87;1103,19;B;C
561/88;687,45;R;C
561/89;671,35;B;D
561/90;585,54;X;C
561/91;841,00;L;A
561/92;647,14;S;B
561/93;797,51;L;A
561/94;519,96;S;C
561/95;755,41;B;D
561/96;1127,09;B;B
561/97;1345,63;X;B
561/98;681,91;B;B
561/99;1218,22;L;A
562/10;1326,52;S;B
562/11;1004,78;R;A
562/12;1187,94;B;D
562/13;945,87;L;A
562/14;611,94;R;B
562/15;1105,08;S;C
562/16;1220,45;B;B
562/17;1228,83;B;B
562/18;510,48;S;D
562/19;683,87;X;B
562/20;1457,26;B;A
562/21;966,28;S;A
562/22;1016,26;X;A
562/23;855,66;X;B
562/24;641,49;S;A
562/25;1321,79;B;C
562/26;503,78;L;D
562/27;808,32;B;B
562/28;714,95;B;C
562/29;705,80;L;B
562/30;882,04;S;D
562/31;712,76;B;C
562/32;1258,36;X;B
562/33;516,65;B;B
562/34;1208,00;S;C
562/35;970,39;X;C
562/36;1388,89;R;C
562/37;508,94;S;B
562/38;1462,18;R;D
562/39;1309,88;X;C
562/40;568,11;R;C
562/41;597,59;L;D
562/42;1168,50;L;C
562/43;1073,83;X;B
562/44;1248,85;S;B
562/45;1180,09;B;C
562/46;843,41;B;B
562/47;1304,44;X;B
562/48;1111,08;S;B
562/49;1172,10;X;D
562/50;1389,52;B;B
562/51;638,43;X;D
562/52;1278,59;S;D
562/53;1237,84;X;A
562/54;1030,99;B;C
562/55;572,40;L;C
562/56;775,72;L;A
562/57;595,59;B;C
562/58;1484,43;B;B
562/59;821,14;X;D
562/60;636,25;X;C
562/61;776,46;S;D
562/62;840,38;S;B
562/63;548,03;B;A
562/64;1397,84;B;B
562/65;1363,90;S;D
562/66;1097,52;X;D
562/67;911,41;R;C
562/68;1198,42;S;A
562/69;855,75;B;D
562/70;506,92;B;B
562/71;662,81;S;D
562/72;630,68;R;C
562/73;1139,45;B;D
562/74;759,09;X;C
562/75;1272,25;S;D
562/76;1007,13;R;B
562/77;1259,93;B;C
562/78;1015,25;S;C
562/79;950,97;X;A
562/80;677,15;R;B
562/81;504,33;R;C
562/82;1230,50;S;C
562/83;914,73;S;C
562/84;816,17;R;B
562/85;837,55;B;D
562/86;827,52;X;A
562/87;1258,36;B;B
562/88;540,42;S;C
562/89;679,82;S;A
562/90;744,23;S;B
562/91;1263,22;S;D
562/92;1273,42;R;D
562/93;1444,40;S;A
562/94;671,01;S;D
562/95;1161,90;S;B
562/96;1251,85;X;C
562/97;653,20;R;C
562/98;1283,67;B;B
562/99;1178,17;X;A
563/10;1001,89;X;D
563/11;803,39;B;C
563/12;1342,57;R;A
563/13;628,99;S;B
563/14;554,07;B;B
563/15;750,79;B;C
563/16;708,26;S;C
563/17;1016,28;X;B
563/18;1119,61;X;B
563/19;887,47;R;B
563/20;1031,32;X;B
563/21;779,33;X;C
563/22;1038,57;S;B
563/23;1026,83;B;D
563/24;686,12;S;C
563/25;563,02;R;C
563/26;676,50;B;C
563/27;1116,89;B;B
563/28;1209,17;R;C
563/29;516,75;X;D
563/30;1206,87;R;B
563/31;876,18;X;B
563/32;1132,08;B;B
563/33;1346,75;X;B
563/34;681,71;S;C
563/35;1260,56;R;C
563/36;1218,16;S;B
563/37;768,93;R;B
563/38;834,79;X;B
563/39;647,69;X;D
563/40;1173,79;X;A
563/41;987,03;X;B
563/42;813,67;R;D
563/43;1273,34;B;C
563/44;716,83;X;B
563/45;1170,54;S;C
563/46;1076,95;X;D
563/47;901,50;L;B
563/48;853,64;R;A
563/49;846,83;S;C
563/50;925,44;X;B
563/51;924,53;X;C
563/52;995,99;R;C
563/53;868,37;S;D
563/54;1426,23;L;C
563/55;1187,59;L;C
563/56;552,02;S;A
563/57;640,91;S;C
563/58;621,04;L;B
563/59;1437,22;X;C
563/60;1100,47;B;B
563/61;894,11;S;C
563/62;1220,36;B;B
563/63;1331,58;L;C
563/64;681,52;B;B
563/65;1399,55;S;B
563/66;1235,73;S;C
563/67;1272,92;L;D
563/68;545,58;L;C
563/69;1371,67;X;A
563/70;1398,21;B;A
563/71;1063,79;S;A
563/72;682,28;B;B
563/73;910,99;S;B
563/74;1038,27;B;D
563/75;1016,43;S;A
563/76;529,06;S;A
563/77;1130,42;L;B
563/78;1046,57;X;B
563/79;536,21;X;B
563/80;1356,39;L;C
563/81;1303,34;L;A
563/82;1294,47;S;D
563/83;1217,31;L;C
563/84;1451,84;L;B
563/85;705,08;B;B
563/86;776,60;X;B
563/87;1235,15;B;C
563/88;662,30;X;B
563/89;687,82;L;B
563/90;1317,23;B;D
563/91;691,02;R;C
563/92;705,26;B;C
563/93;522,11;X;A
563/94;847,63;R;A
563/95;745,33;B;C
563/96;1094,50;S;A
563/97;1278,81;R;A
563/98;1403,48;B;B
563/99;830,18;B;C
564/10;1367,59;B;C
564/11;1318,31;R;B
564/12;1354,32;B;B
564/13;1024,27;B;D
564/14;589,91;B;B
564/15;733,52;S;A
564/16;1080,71;R;C
564/17;895,47;R;B
564/18;648,80;X;C
564/19;1076,43;R;A
564/20;834,73;X;C
564/21;1085,93;X;B
564/22;1161,09;R;B
564/23;1240,20;B;C
564/24;1187,77;X;B
564/25;1337,12;S;A
564/26;1045,73;B;C
564/27;1300,15;R;B
564/28;1029,41;R;C
564/29;1016,71;B;D
564/30;1317,83;S;C
564/31;580,56;R;C
564/32;915,22;B;D
564/33;571,43;R;D
564/34;1231,86;X;D
564/35;1299,59;X;C
564/36;1455,87;X;A
564/37;1340,57;B;B
564/38;946,36;S;B
564/39;1377,30;B;B
564/40;664,44;S;C
564/41;637,60;R;C
564/42;1040,96;B;C
564/43;1448,15;R;D
564/44;538,47;R;C
564/45;563,89;B;D
564/46;1166,78;B;C
564/47;1170,60;S;A
564/48;659,39;R;B
564/49;1078,53;S;C
564/50;1455,16;R;A
564/51;1363,61;B;D
564/52;1243,37;X;A
564/53;1343,35;L;B
564/54;1270,71;R;B
564/55;845,04;B;B
564/56;1374,87;R;C
564/57;775,53;S;C
564/58;731,63;X;A
564/59;569,94;X;C
564/60;572,54;B;C
564/61;1171,33;L;B
564/62;856,00;L;B
564/63;1032,38;L;A
564/64;1227,35;R;D
564/65;1034,71;B;B
564/66;1077,13;B;A
564/67;659,83;S;C
564/68;1381,70;B;B
564/69;896,66;B;C
564/70;1298,60;X;B
564/71;758,01;R;C
564/72;585,22;S;A
564/73;644,94;S;C
564/74;1154,69;S;B
564/75;1464,68;B;C
564/76;844,93;R;B
564/77;1296,93;B;D
564/78;1333,03;X;D
564/79;899,70;B;B
564/80;1174,18;B;D
564/81;785,25;X;C
564/82;1105,11;X;A
564/83;1475,63;L;C
564/84;1342,58;S;A
564/85;733,07;X;D
564/86;726,00;L;C
564/87;1256,57;B;B
564/88;949,60;R;C
564/89;1272,07;S;B
564/90;1194,93;B;B
564/91;667,00;R;A
564/92;783,48;B;C
564/93;743,94;X;C
564/94;1463,87;S;C
564/95;910,06;B;C
564/96;884,93;R;A
564/97;1086,95;X;B
564/98;1174,49;X;A
564/99;869,43;R;C
565/10;844,60;R;C
565/11;1008,77;R;C
565/12;1313,49;L;D
565/13;996,28;B;B
565/14;722,04;X;B
565/15;1328,66;S;B
565/16;958,70;S;B
565/17;649,62;L;B
565/18;1148,52;X;D
565/19;809,98;X;A
565/20;1029,59;B;A
565/21;780,70;B;D
565/22;1418,00;R;D
565/23;1356,32;X;A
565/24;637,65;B;C
565/25;608,64;S;C
565/26;672,90;X;D
565/27;782,23;B;C
565/28;1481,50;R;C
565/29;989,72;S;A
565/30;1254,20;S;C
565/31;726,29;X;A
565/32;1061,51;L;C
565/33;1283,74;X;A
565/34;809,14;X;C
565/35;777,34;X;B
565/36;1458,48;B;B
565/37;963,41;X;D
565/38;903,45;L;B
565/39;978,87;L;C
565/40;686,71;S;A
565/41;1361,96;B;B
565/42;1015,61;R;D
565/43;528,56;B;C
565/44;1243,84;L;D
565/45;952,53;L;C
565/46;1056,30;B;B
565/47;1142,45;B;B
565/48;1203,41;B;D
565/49;915,00;L;C
565/50;1434,15;B;C
565/51;1041,06;S;B
565/52;508,63;X;B
565/53;514,70;B;D
565/54;1112,83;S;B
565/55;1286,27;L;A
565/56;651,18;R;B
565/57;1409,36;B;D
565/58;546,49;X;B
565/59;1278,56;S;A
565/60;923,24;B;B
565/61;1327,12;R;B
565/62;809,56;S;C
565/63;918,50;B;B
565/64;798,57;B;C
565/65;949,64;B;A
565/66;597,69;B;A
565/67;1124,80;S;B
565/68;850,55;R;C
565/69;508,49;X;C
565/70;1112,84;S;B
565/71;1397,65;S;B
565/72;561,14;R;C
565/73;1163,85;S;C
565/74;1409,87;S;B
565/75;542,23;S;B
565/76;1496,58;L;C
565/77;1138,49;X;C
565/78;1293,92;B;B
565/79;805,61;X;B
565/80;1145,98;R;C
565/81;870,53;L;B
565/82;655,92;R;C
565/83;1028,37;B;C
565/84;825,07;B;B
565/85;1235,87;B;C
565/86;715,32;S;B
565/87;1407,96;S;A
565/88;773,87;R;C
565/89;1411,50;B;C
565/90;556,78;X;A
565/91;1351,92;L;B
565/92;1379,33;S;C
565/93;609,04;B;B
565/94;565,87;B;C
565/95;640,65;X;B
565/96;999,69;B;A
565/97;1130,75;B;B
565/98;1270,76;X;D
565/99;1318,76;S;A
566/10;768,39;L;C
566/11;570,66;S;B
566/12;689,51;B;C
566/13;902,17;B;A
566/14;1430,51;S;B
566/15;1247,51;B;A
566/16;1055,48;R;A
566/17;1073,37;X;D
566/18;804,63;R;C
566/19;1448,35;R;D
566/20;1460,00;B;B
566/21;842,31;S;B
566/22;551,90;B;D
566/23;1396,33;S;A
566/24;583,29;B;B
566/25;744,92;B;B
566/26;1094,64;X;C
566/27;626,21;X;B
566/28;1238,67;B;C
566/29;1156,71;R;C
566/30;1297,09;X;C
566/31;906,64;R;B
566/32;1285,38;X;C
566/33;883,16;R;B
566/34;762,27;X;C
566/35;1474,98;X;B
566/36;996,24;R;B
566/37;1328,70;X;B
566/38;1389,97;R;A
566/39;1095,49;R;B
566/40;1067,04;R;C
566/41;627,02;R;B
566/42;1168,29;R;B
566/43;1010,65;X;A
566/44;781,19;X;C
566/45;1300,34;R;C
566/46;878,16;R;B
566/47;585,46;X;C
566/48;1061,12;B;C
566/49;1474,20;B;D
566/50;1353,85;B;A
566/51;1412,13;X;C
566/52;760,83;B;A
566/53;1311,34;S;A
566/54;880,74;S;C
566/55;989,71;B;B
566/56;1112,47;R;A
566/57;764,50;B;C
566/58;1409,73;R;A
566/59;1123,21;B;B
566/60;1249,85;B;B
566/61;943,53;B;D
566/62;603,64;B;B
566/63;573,67;R;A
566/64;1255,10;B;C
566/65;563,40;S;D
566/66;1394,88;R;C
566/67;1282,08;R;C
566/68;515,37;B;C
566/69;653,08;X;A
